Unnamed: 0,Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
298,2020-03-13 04:18:49+00:00,1238318573325414400,1,Hammer,['covid_19'],
299,2020-03-13 04:06:10+00:00,1238315389370511360,0,Miracle,['covid_19.'],
300,2020-03-13 04:04:02+00:00,1238314853057486848,0,Landscape,"['coronaviruspandemic', 'covid_19']",
301,2020-03-13 03:50:26+00:00,1238311430836727809,1,DARKNESS,['covid_19'],DARKNESS
302,2020-03-13 02:22:08+00:00,1238289209909116928,1,Stigma,"['covid19india', 'covid_19']",
303,2020-03-13 02:09:06+00:00,1238285930361913345,0,War,"['coronavirusupdate', 'coronavirus', 'corona?', 'covid', 'covid_19', 'coronaviruspandemic', 'coronaoutbreak']",
304,2020-03-13 02:07:06+00:00,1238285427875778560,0,Accident,['covid19india'],
307,2020-03-14 22:44:32+00:00,1238959224664645632,0,Storm,"['coronavirusupdates', 'coronavirus', 'covidãƒ¼19']",
308,2020-03-14 21:06:47+00:00,1238934623247142912,0,Stigma,['coronavirus.'],
309,2020-03-14 19:10:43+00:00,1238905414831550466,1,War,"['coronavirus', 'wuhanvirus.']",
310,2020-03-14 18:54:28+00:00,1238901328040136711,1,Lesson/Teacher,['coronavirus'],?
311,2020-03-14 18:24:48+00:00,1238893859540619266,0,Storm,['covid19'],
312,2020-03-14 18:12:37+00:00,1238890794745860096,1,War,['gobackcorona'],
313,2020-03-14 18:05:09+00:00,1238888914187763713,1,Success/Challenge/CHALLENGE,['coronavirus'],CHALLENGE
314,2020-03-14 17:55:50+00:00,1238886569001418752,0,Lesson/Teacher,"['covid19india', 'coronavirus']",
315,2020-03-14 17:48:16+00:00,1238884666628804609,0,Storm,"['coronavirusindia', 'coronavirus', 'coronaoutbreak', 'covidãƒ¼19']",
316,2020-03-14 17:43:10+00:00,1238883384224432128,0,War,['covid19india'],
317,2020-03-14 17:36:12+00:00,1238881631538229250,1,Success/Challenge/CHALLENGE,['covid19'],CHALLENGE
318,2020-03-14 17:35:57+00:00,1238881567348412416,0,Stigma,"['covid2019', 'coronavirus', 'coronavirus']",
319,2020-03-14 17:25:49+00:00,1238879016175583232,0,Storm,['coronavirus'],
320,2020-03-14 17:13:45+00:00,1238875979008835586,1,STIGMA,"['coronavirus', 'coronaoutbreak']",STIGMA
321,2020-03-14 17:13:15+00:00,1238875854584688641,1,MONSTER,['coronavirus'],MONSTER
322,2020-03-14 16:54:40+00:00,1238871178699100160,1,MONSTER,['coronavirus'],MONSTER
323,2020-03-14 16:49:27+00:00,1238869866167164928,0,War,"['coronavirusupdates', 'covid19']",
324,2020-03-14 16:45:50+00:00,1238868954967244801,0,Stigma,"['coronavirus', 'covidãƒ¼19']",
325,2020-03-14 16:39:56+00:00,1238867468388651016,1,Catalyst,['coronavirus'],?
326,2020-03-14 16:31:28+00:00,1238865337501671427,0,Hammer,['corona'],
327,2020-03-14 16:16:31+00:00,1238861575013797888,1,Success/Challenge,"['coronavirus', 'coronaoutbreak', 'coronauk', 'coronavirusesp', 'covidãƒ¼19', 'coronaalert', 'covid19india']",
329,2020-03-14 15:43:16+00:00,1238853211164790784,0,War,['coronavirus.'],
330,2020-03-14 15:20:44+00:00,1238847539547213824,0,Lesson/Teacher,['coronavirus'],
331,2020-03-14 15:18:30+00:00,1238846978424856576,0,War,"['coronavirusindia', 'coronaviruspandemic', 'covidãƒ¼19', 'corona']",
332,2020-03-14 15:15:56+00:00,1238846328504897536,1,Sucess/Challenge,['coronavirus'],CHALLENGE/PEAK
333,2020-03-14 15:07:59+00:00,1238844330447519745,1,FIRE,['cornavirus'],FIRE
334,2020-03-14 15:07:41+00:00,1238844252328734723,1,STIGMA,['corona'],STIGMA
335,2020-03-14 15:01:18+00:00,1238842649450168321,0,Storm,"['covid', 'corona']",
336,2020-03-14 14:58:29+00:00,1238841941137080321,1,Criminal,['coronavirus'],PERSON
337,2020-03-14 14:57:16+00:00,1238841633484836864,,Barrier/Shield,['covid19'],
338,2020-03-14 14:43:56+00:00,1238838275365797890,0,War,"['covid', 'coronaoutbreak']",
340,2020-03-14 14:05:13+00:00,1238828535273287680,0,Catalyst,"['coronavirusindia', 'covid19india']",
341,2020-03-14 13:52:00+00:00,1238825208938729472,1,MONSTER,['coronavirus'],MONSTER
342,2020-03-14 13:45:35+00:00,1238823594232369157,0,Barrier/Shield,['coronavirus'],
343,2020-03-14 13:38:24+00:00,1238821784972976129,0,War,['covid19'],
344,2020-03-14 13:33:01+00:00,1238820430460227584,1,War,['covid19'],
345,2020-03-14 13:26:51+00:00,1238818878672654337,0,Lesson/Teacher,"['labvirus', 'coronavirus', 'viruschina']",
346,2020-03-14 13:14:18+00:00,1238815719862628355,0,Lesson/Teacher,['coronavirusindia'],
347,2020-03-14 13:01:58+00:00,1238812614928371712,1,Catalyst,['covid19'],
348,2020-03-14 12:47:47+00:00,1238809048578789376,0,Lesson/Teacher,['coronavirus'],
349,2020-03-14 12:35:21+00:00,1238805920328511489,0,Lesson/Teacher,"['coronavirusindia', 'coronaviruspandemic', 'coronavirusinindia']",
350,2020-03-14 11:09:01+00:00,1238784193133301764,0,Monster,"['coronavirusindia', 'covid19india']",
351,2020-03-14 10:39:12+00:00,1238776689477341185,0,Lesson/Teacher,"['coronavirusindia', 'coronapocalypse']",
352,2020-03-14 10:25:47+00:00,1238773313465278464,0,Miracle,"['covid2019', 'coronavirus', 'coronaviruschallenge']",
353,2020-03-14 10:11:23+00:00,1238769689150386182,0,Lesson/Teacher,"['coronavirusupdates', 'coronavirus', 'covid2019uk', 'coronavirusindia']",
354,2020-03-14 09:48:55+00:00,1238764032191954944,0,Barrier/Shield,"['coronavirusindia', 'covid19india']",
355,2020-03-14 09:38:03+00:00,1238761300219617281,0,Barrier/Shield,['coronavirusindia'],
356,2020-03-14 08:57:48+00:00,1238751171835129857,0,Stigma,['coronavirus'],
357,2020-03-14 08:43:01+00:00,1238747448635314176,0,Prison,['coronavirusindia'],
358,2020-03-14 08:39:59+00:00,1238746686492532736,0,Prison,['coronavirusindia'],
359,2020-03-14 08:11:48+00:00,1238739595111481345,1,War,['coronavirus'],
360,2020-03-14 07:54:39+00:00,1238735276005965824,1,Lesson/Teacher,['covid19'],TEACHER
361,2020-03-14 07:29:15+00:00,1238728886218719232,0,Landscape,['coronavirus?'],
362,2020-03-14 07:25:00+00:00,1238727817568739328,1,War,['coronavirusindia'],
363,2020-03-14 07:03:11+00:00,1238722324200734720,0,Stigma,['coronago'],
364,2020-03-14 07:00:04+00:00,1238721541090586625,0,Catalyst,"['coronavirus', 'covid19', 'coronapandemic', 'coronaapocalypse', 'coronaoutbreak']",
365,2020-03-14 06:52:43+00:00,1238719693487128576,0,Lesson/Teacher,"['alertacoronavirus', 'covid_19']",
366,2020-03-14 06:49:43+00:00,1238718937317007360,0,Freedom,['coronavirus.'],
367,2020-03-14 06:44:00+00:00,1238717498515574785,1,War,"['covid2019', 'coronaoutbreak']",
368,2020-03-14 06:43:22+00:00,1238717337479471104,1,War,"['coronavirusupdates', 'coronaviruspandemic', 'coronavirus', 'covid19india']",
369,2020-03-14 06:31:44+00:00,1238714409335185408,1,Lesson/Teacher,['coronavirus'],
370,2020-03-14 06:28:12+00:00,1238713523254906881,0,Luxury,['covid19'],
371,2020-03-14 06:08:52+00:00,1238708655861596161,0,Monster,"['pandemic', 'covid_19']",
372,2020-03-14 06:08:20+00:00,1238708520767246339,1,War,['covid19'],
373,2020-03-14 05:28:30+00:00,1238698496347099136,1,Monster,['coronavirus'],
374,2020-03-14 04:45:28+00:00,1238687669598605313,1,BLESSING,['coronavirus'],BLESSING
376,2020-03-14 04:11:32+00:00,1238679126749220865,1,War,"['coronavirus', 'coronaoutbreak', 'covid19', 'coronaalert']",
377,2020-03-14 03:21:39+00:00,1238666575390969858,1,War,['coronavirus'],
378,2020-03-14 03:08:43+00:00,1238663320351027201,1,War,['coronavirus'],
380,2020-03-14 02:31:45+00:00,1238654019452600320,0,Catalyst,['coronavirus'],
381,2020-03-14 02:17:22+00:00,1238650397872406528,1,Bane/Punishment,['covid_19'],PUNISHMENT
382,2020-03-14 02:06:47+00:00,1238647735173046272,1,Catalyst,['coronavirus'],
383,2020-03-14 01:32:11+00:00,1238639025340080128,0,War,['coronavirus'],
384,2020-03-15 11:44:59+00:00,1239155629177982976,1,War,['saarcfightscorona'],
385,2020-03-15 22:41:39+00:00,1239320888354328578,0,Prison,"['covid2019', 'coronavirus', 'covid_19ph', 'coronapandemic', 'corona']",
387,2020-03-15 20:39:49+00:00,1239290225198694400,0,Lesson/Teacher,['corona'],
388,2020-03-15 19:48:57+00:00,1239277425223073793,0,Prison,['covid19'],
389,2020-03-15 19:48:14+00:00,1239277245501325313,1,Water/Wave/Tide,['coronaindia'],WAVE
390,2020-03-15 19:06:09+00:00,1239266654623649792,1,War,"['covid19', 'corona']",
391,2020-03-15 19:03:44+00:00,1239266047200391169,0,Stigma,"['coronavirusindia', 'pandemic']",
392,2020-03-15 19:02:08+00:00,1239265642748002305,1,War,"['sarscov2', 'covid19']",
393,2020-03-15 18:47:11+00:00,1239261879551180802,0,Catalyst,"['coronavirus', 'covidãƒ¼19']",
394,2020-03-15 18:25:46+00:00,1239256490487119872,1,Storm,['coronavirus'],
395,2020-03-15 17:52:03+00:00,1239248005477236736,0,Lesson/Teacher,"['coronavirus', 'covidãƒ¼19', 'coronavirusindia', 'coronaindia', 'saarcfightscorona']",
396,2020-03-15 17:29:26+00:00,1239242314490376193,1,WAR,['chinacoronavirus'],WAR
397,2020-03-15 17:04:26+00:00,1239236023185367042,1,War,['coronavirus'],
398,2020-03-15 17:02:34+00:00,1239235553305989120,0,Monster,['saarcfightscorona'],
399,2020-03-15 16:59:16+00:00,1239234722649137156,0,Accident,['highriskcovid19'],
400,2020-03-15 16:47:17+00:00,1239231705937924101,1,MONSTER,['coronavirus'],DEVIL/POWERFUL/GOD
401,2020-03-15 16:43:50+00:00,1239230838157373440,0,Monster,"['coronavirus', 'coronavirusinsa', 'saarcfightscorona', 'coronavirusoutbreak']",
402,2020-03-15 16:09:37+00:00,1239222226655703041,1,Catalyst,['covid19'],CHALLENGE/PUNISHMENT
403,2020-03-15 15:43:52+00:00,1239215746317615104,1,War,"['covid19', 'covid19']",
404,2020-03-15 15:20:27+00:00,1239209855879008256,1,Lesson/Teacher,['socialdistancing'],
405,2020-03-15 14:57:44+00:00,1239204136479944704,1,Monster,['saarcfightscorona'],
406,2020-03-15 14:32:09+00:00,1239197701813616640,1,Lesson/Teacher,"['coronavirussouthafrica', 'covid2019uk', 'ncov2019']",PUNISHEMENT
407,2020-03-15 14:26:14+00:00,1239196209627058179,0,Prison,['corona'],
408,2020-03-15 13:55:18+00:00,1239188426810785792,1,CONSPIRACY,"['coronavirusupdates', 'corona', 'wuhanvirus']",CONSPIRACY
409,2020-03-15 13:45:31+00:00,1239185965505064960,1,Monster,"['coronavirusupdates', 'coronavirusindia', 'coronapocolypse']",
410,2020-03-15 13:37:29+00:00,1239183943292731399,0,Hammer,['coronavirus'],
411,2020-03-15 13:29:52+00:00,1239182026189598725,0,Savior,['covid19'],
412,2020-03-15 12:31:13+00:00,1239167267541340161,1,Storm,['covid19'],
413,2020-03-15 12:31:13+00:00,1239167267105112064,0,War,['saarcfightscorona'],
414,2020-03-15 12:01:08+00:00,1239159695434059783,1,Lesson/Teacher,"['coronavirusindia', 'covid19', 'coronavirusoutbreak']",
415,2020-03-15 11:53:53+00:00,1239157870182060034,1,Darkness,['corona'],
416,2020-03-15 11:48:07+00:00,1239156418000773120,0,War,['saarcfightscorona'],
417,2020-03-15 10:52:40+00:00,1239142464906133504,1,Water/Wave/Tide,['coronavirus'],WAVE/TIDE
418,2020-03-15 10:45:52+00:00,1239140753982377984,1,Monster,['coronaindia'],
419,2020-03-15 09:35:36+00:00,1239123070842834945,0,War,"['coronavirus', 'covidãƒ¼19']",
420,2020-03-15 09:30:21+00:00,1239121747976192000,0,Lesson/Teacher,"['covid19india', 'coronavirus']",
421,2020-03-15 08:00:09+00:00,1239099051565395971,0,War,['covid19india'],
422,2020-03-15 07:42:02+00:00,1239094490037547008,0,Storm,['coronavirus'],
423,2020-03-15 07:26:36+00:00,1239090606091034625,0,Luxury,"['covidãƒ¼19.', 'socialdistancing']",
424,2020-03-15 07:06:11+00:00,1239085469998002176,1,Monster,"['coronavirusupdates', 'covidãƒ¼19', 'coronavirusindia', 'coronaoutbreak', 'coronavirusoutbreak']",
425,2020-03-15 07:00:55+00:00,1239084142060384258,0,Luxury,['coronavirusindia'],
426,2020-03-15 06:58:39+00:00,1239083572977373185,0,War,['coronavirus'],
427,2020-03-15 06:57:13+00:00,1239083211482791936,1,War,['coronavirus.'],
428,2020-03-15 06:55:23+00:00,1239082750172225542,0,Success/Challenge,"['coronavirusupdates', 'coronavirusindia', 'coronavirus']",
429,2020-03-15 06:52:49+00:00,1239082104127803392,1,War,['coronavirus'],
430,2020-03-15 06:35:12+00:00,1239077669746036736,0,War,['coronavirus'],
431,2020-03-15 06:26:28+00:00,1239075475093241862,0,Journey,['covid19'],
432,2020-03-15 06:11:20+00:00,1239071665880883200,0,Lesson/Teacher,['coroanvirus'],
433,2020-03-15 05:57:45+00:00,1239068247619588096,0,Water/Wave/Tide,['coronavirusindia'],
434,2020-03-15 05:53:39+00:00,1239067213992046592,1,Success/Challenge/CHALLENGE,['hitcorona'],CHALLENGE
435,2020-03-15 05:21:51+00:00,1239059212753240064,1,MONSTER,['coronavirusupdates'],MONSTER
436,2020-03-15 05:21:43+00:00,1239059177772699648,1,Freedom,['coronavid19'],OPPRESSOR
437,2020-03-15 05:09:11+00:00,1239056023547023360,1,War,"['corona.', 'covidãƒ¼19']",
438,2020-03-15 05:03:26+00:00,1239054575836860422,1,Lesson/Teacher/TEACHER,"['coronavirusupdates', 'coronavirusindia', 'coronanopanic', 'coronaalert']",LESSON/TEACHER
439,2020-03-15 04:57:55+00:00,1239053191284588544,1,Storm,['covid'],CHAOS
440,2020-03-15 04:57:28+00:00,1239053076712939520,1,War,"['coronaindia', 'coronavirus']",
441,2020-03-15 04:10:47+00:00,1239041327385333765,1,Monster,['coronavirus'],
442,2020-03-15 03:48:24+00:00,1239035694686715904,1,Barrier/Shield,['coronavirusoutbreak'],SPEEDBRAKER/BARRIER
443,2020-03-15 03:08:16+00:00,1239025594454679553,0,Monster,"['coronavirusupdates', 'coronavirusindia', 'socialdistancingnow', 'corona']",
444,2020-03-15 02:19:19+00:00,1239013275850833921,0,Barrier/Shield,['coronavirus'],
449,2020-03-15 00:30:04+00:00,1238985780879474689,0,Luxury,['fightagainstcorona'],
450,2020-03-17 16:47:20+00:00,1239956496064053251,0,Accident,"['covidindia', 'coronavirusindia', 'coronavirus', 'corona', 'coronaalert']",
452,2020-03-17 16:27:05+00:00,1239951400810844162,0,Lesson/Teacher,['coronavirus'],
453,2020-03-17 16:12:17+00:00,1239947676965146624,0,Hammer,['coronavirus'],
454,2020-03-17 16:10:15+00:00,1239947163540447232,1,War,['coronavirus.'],
455,2020-03-17 16:07:51+00:00,1239946558025560064,0,Lesson/Teacher,"['coronavirusoutbreak', 'covid_19']",
456,2020-03-17 16:03:34+00:00,1239945481989451776,1,War,"['covid19', 'covidindia', 'coronaviruspandemic', 'coronavirusoutbreak', 'coronapocolypse']",
457,2020-03-17 16:01:56+00:00,1239945070293315584,1,War,"['covid19', 'coronavirusoutbreak', 'covidindia', 'coronapocalypse2020']",
458,2020-03-17 15:50:14+00:00,1239942127775145986,0,Storm,['covid19.'],
459,2020-03-17 15:38:35+00:00,1239939194970968066,1,War,['coronafighters'],
460,2020-03-17 15:13:51+00:00,1239932970632228866,0,Monster,['coronavirusindia'],
461,2020-03-17 15:04:22+00:00,1239930582332624899,0,Lesson/Teacher,"['coronavirusoutbreak', 'coronavirusindia']",
462,2020-03-17 14:40:00+00:00,1239924449861718017,0,Lesson/Teacher,['coronavirus'],
463,2020-03-17 14:34:36+00:00,1239923093583192066,0,Catalyst,"['covidindia', 'covid2019', 'coronavirus', 'coronavirusoutbreak', 'coronafighters']",
464,2020-03-17 14:22:53+00:00,1239920145356566530,1,War,"['corona', 'coronafighters']",
465,2020-03-17 14:22:17+00:00,1239919993627611138,1,War,['indiafightscorona'],
466,2020-03-17 14:16:53+00:00,1239918631615492097,0,War,['coronafighters'],
467,2020-03-17 14:14:05+00:00,1239917927811276800,1,War,['coronafighters'],
468,2020-03-17 14:13:17+00:00,1239917727101247488,1,War,"['coronavirus', 'coronafighters']",
469,2020-03-17 14:11:32+00:00,1239917285751402496,1,War,['coronafighters'],
470,2020-03-17 14:11:22+00:00,1239917244051623936,1,War,['coronafighters'],
471,2020-03-17 13:56:33+00:00,1239913517018255360,1,War,['corona'],
472,2020-03-17 13:53:15+00:00,1239912686265094147,1,War,['coronafighters'],
473,2020-03-17 13:51:43+00:00,1239912300762378241,0,Lesson/Teacher,['coronavirusindia'],
474,2020-03-17 13:48:51+00:00,1239911579715391493,0,Luxury,['coronavirus'],
475,2020-03-17 13:47:38+00:00,1239911274529484801,1,War,['covidindia'],
476,2020-03-17 13:42:39+00:00,1239910018817740801,0,War,"['covidindia', 'corona', 'coronafighters']",
477,2020-03-17 13:35:03+00:00,1239908107993710592,1,Prison,"['coronavirusindia', 'covid2019', 'covidindia']",
478,2020-03-17 13:29:00+00:00,1239906584941092864,1,Monster,"['covid19', 'coronavirusoutbreak', 'covidindia']",
479,2020-03-17 13:16:41+00:00,1239903485178433539,0,Barrier/Shield,"['covidindia', 'coronakodhona', 'indiafightscoronavirus']",
480,2020-03-17 12:34:03+00:00,1239892752793391106,0,Luxury,['chinavirus'],
481,2020-03-17 12:33:37+00:00,1239892647650553856,1,War,['coronafighters'],
482,2020-03-17 12:17:20+00:00,1239888548934778882,0,Storm,['covid19.'],
483,2020-03-17 12:04:59+00:00,1239885438417960963,0,Savior,"['covid19', 'corona']",
484,2020-03-17 11:21:40+00:00,1239874540714385409,1,Journey,['covid19'],
485,2020-03-17 11:11:56+00:00,1239872091022749698,1,Prison,"['coronavirus', 'covidindia']",
486,2020-03-17 11:10:12+00:00,1239871654320197637,0,War,['coronavirusindia'],
487,2020-03-17 11:06:46+00:00,1239870790469709826,1,War,['coronafighters'],
488,2020-03-17 11:03:46+00:00,1239870035159441408,1,War,['indiafightscorona'],
489,2020-03-17 11:02:40+00:00,1239869759539130368,1,Prison,['youknowna_corona'],
490,2020-03-17 10:46:51+00:00,1239865775952785409,1,War,['corona'],
492,2020-03-17 10:34:58+00:00,1239862784571011072,1,War,"['coronavirus', 'covid19.']",
493,2020-03-17 09:59:47+00:00,1239853934048493568,1,Lesson/Teacher,"['quarantine', 'coronaviruspandemic', 'covid_19', 'coronavirusoutbreak', 'coronavirus', 'corona']",
494,2020-03-17 09:43:12+00:00,1239849758061031425,1,War,"['coronavirusinindia', 'coronavirus', 'covid2019']",
495,2020-03-17 09:38:40+00:00,1239848617839493121,1,Storm,"['virus.', 'covid-19']",
496,2020-03-17 09:35:44+00:00,1239847880418037760,0,Hammer,"['coronavirusindia', 'coronavirus']",
497,2020-03-17 09:34:02+00:00,1239847451873308672,0,War,['coronavirus'],
498,2020-03-17 09:32:10+00:00,1239846983805747200,1,Accident,['coronafighters'],
499,2020-03-17 09:19:40+00:00,1239843838635597826,0,Water/Wave/Tide,['covid19'],
500,2020-03-17 09:18:49+00:00,1239843622272389120,0,Luxury,"['coronavirusindia', 'covid19.']",
501,2020-03-17 09:11:48+00:00,1239841855178760192,0,Lesson/Teacher,['indiafightscorona'],
502,2020-03-17 09:07:29+00:00,1239840771227791364,1,Stigma,['covid19'],
503,2020-03-17 08:55:42+00:00,1239837806307889152,1,Monster,['covid19'],
504,2020-03-17 08:39:30+00:00,1239833727062032391,1,Accident,"['covidindia', 'pandemic', 'covid2019', 'covid19india', 'coronaalert', 'covidpandemic']",
505,2020-03-17 08:28:03+00:00,1239830845273165825,0,Lesson/Teacher,['socialdistancing'],
506,2020-03-17 08:23:10+00:00,1239829618175004672,0,Monster,['coronavirus'],
507,2020-03-17 08:22:44+00:00,1239829509764866048,1,War,['indiafightscorona'],
508,2020-03-17 08:22:25+00:00,1239829427204177920,1,War,['indiafightscorona'],
509,2020-03-17 08:18:05+00:00,1239828337272320000,0,Monster,['corona'],
510,2020-03-17 08:11:09+00:00,1239826594404814851,1,War,"['indiafightscorona', 'corona']",
511,2020-03-17 08:08:48+00:00,1239826001539911680,0,Darkness,['coronavirusinindia'],
512,2020-03-17 08:05:42+00:00,1239825221495844865,1,War,"['indiafightscorona', 'coronavirusoutbreak', 'corona']",
513,2020-03-17 08:05:09+00:00,1239825084178522114,1,War,"['indiafightscorona', 'coronavirusoutbreak', 'covid2019']",
514,2020-03-17 08:01:38+00:00,1239824198014341121,0,War,"['coronavirusindia', 'covid2019']",
515,2020-03-17 07:45:05+00:00,1239820033594765312,0,Water/Wave/Tide,"['covid19', 'coronavirusoutbreak']",
516,2020-03-17 07:44:12+00:00,1239819811334455296,0,War,['fighteragainstcorona'],
517,2020-03-17 07:27:58+00:00,1239815724937490432,0,Monster,"['coronavirus', 'coronavirusinpakistan', 'covid2019']",
518,2020-03-17 07:04:46+00:00,1239809886092840961,1,War,['indiafightscorona'],
519,2020-03-17 07:04:28+00:00,1239809810972807168,1,War,['indiafightscorona'],
520,2020-03-17 07:03:00+00:00,1239809441790218240,1,War,['indiafightscorona'],
521,2020-03-17 07:02:13+00:00,1239809247711563777,0,Stigma,['covid19'],
522,2020-03-17 07:01:31+00:00,1239809069344362496,1,War,"['coronavirusindia', 'coronavirus']",
523,2020-03-17 06:58:29+00:00,1239808305171591168,1,War,['indiafightscorona'],
524,2020-03-17 06:26:44+00:00,1239800317870399488,1,War,['indiafightscorona'],
525,2020-03-17 06:22:52+00:00,1239799342279593984,1,War,"['coronavirusoutbreak', 'coronavirus', 'covid2019']",
526,2020-03-17 06:11:43+00:00,1239796539133849606,1,War,['indiafightscorona'],
527,2020-03-17 06:03:49+00:00,1239794550836572161,1,Stigma,['coronavirusindia'],
528,2020-03-17 06:03:26+00:00,1239794452329140226,0,Water/Wave/Tide,['coronavirusindia'],
529,2020-03-17 05:56:27+00:00,1239792697432391680,1,War,['indiafightscorona'],
